Allocation API,,,,,,,,,,,,Deallocation APIs,,,,,,,,,,,
Call Path Length,Application,Source File Path,API Name,API Type,Argument Count,Ret Val,Arguments Categories,Argument Type,Return Type,,,Call Path Length,Application,Source File Path,API Name,API Type,Argument Count,Ret Val,Arguments Categories,Argument Type,Return Type,Argument Type,Return Type
5,redis,src/quicklist.c,__quicklistCreatePlainNode,A,2,OBJECT,"IV, IV","PTR, INT",PTR,,,0,memcached,slabs.c,do_slabs_free_chunked,MD,2,N/A,"OD, RD","PTR, INT",N/A,"PTR, INT",N/A
4,redis,src/quicklist.c,quicklistAppendListpack,A,2,N/A,"RD, IV","PTR, CHAR*",N/A,,,0,memcached,slabs.c,do_slabs_free,MD,3,N/A,"OD, RD, RD","VOID*, INT, INT",N/A,"VOID*, INT, INT",N/A
5,redis,src/quicklist.c,quicklistAppendPlainNode,A,3,N/A,"RD, IV, IV","PTR, CHAR*, INT",N/A,,,1,memcached,slabs.c,slabs_free,D,3,N/A,"OD, RD, RD","VOID*, INT, INT",N/A,"VOID*, INT, INT",N/A
3,redis,src/quicklist.c,quicklistGetIterator,A,2,OBJECT,"RD, IV","PTR, INT",STRUCT*,,,2,memcached,slabs.c,slab_rebalance_cut_free,MD,2,N/A,"RD, OD","STRUCT*, STRUCT*",N/A,"STRUCT*, STRUCT*",N/A
4,redis,src/quicklist.c,quicklistGetIteratorAtIdx,A,3,OBJECT,"RD, IV, IV","PTR, INT, INT",STRUCT*,,,3,memcached,items.c,item_free,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
5,redis,src/quicklist.c,quicklistGetIteratorEntryAtIdx,A,3,OBJECT,"RD, IV, IV","PTR, INT, PTR",STRUCT*,,,1,memcached,items.c,do_item_remove,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/quicklist.c,_quicklistSaver,A,2,OBJECT,"AS, IV","CHAR*, INT",STRUCT*,,,1,memcached,slab_automove.c,slab_automove_free,D,1,N/A,OD,VOID*,N/A,VOID*,N/A
3,redis,src/intset.c,intsetNew,A,0,OBJECT,N/A,N/A,STRUCT*,,,1,memcached,slab_automove.c,slab_automove_extstore_free,D,1,N/A,OD,VOID*,N/A,VOID*,N/A
2,redis,src/intset.c,intsetResize,RA,2,OBJECT,"IV, AS","PTR, INT",STRUCT*,,,1,memcached,bipbuffer.c,bipbuf_free,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
4,redis,src/intset.c,createSet,A,2,OBJECT,"IV, IV","INT, INT",STRUCT*,,,1,memcached,memcached.c,conn_free,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/listpack.c,lpNew,A,1,OBJECT,AS,INT,STRUCT*,,,2,memcached,memcached.c,rbuf_release,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/listpack.c,lpShrinkToFit,RA,1,OBJECT,IV,PTR,STRUCT*,,,0,memcached,cache.c,cache_destroy,MD,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
4,redis,src/listpack.c,createList,A,0,OBJECT,N/A,N/A,STRUCT*,,,1,memcached,cache.c,cache_free,D,2,N/A,"RD, OD","STRUCT*, VOID*",N/A,"STRUCT*, VOID*",N/A
4,redis,src/listpack.c,createIntList,A,0,OBJECT,N/A,N/A,STRUCT*,,,0,memcached,cache.c,do_cache_free,MD,2,N/A,"RD, OD","STRUCT*, VOID*",N/A,"STRUCT*, VOID*",N/A
3,redis,src/t_zset.c,zslCreateNode,A,3,OBJECT,"AS, IV, IV","INT, DOUB, STRUCT",STRUCT*,,,4,memcached,thread.c,item_remove,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/t_zset.c,zslCreate,A,0,OBJECT,N/A,N/A,STRUCT*,,,0,ffmpeg,libavutil/mem.c,av_free,D,1,N/A,OD,,,VOID*,N/A
3,redis,src/object.c,createObject,A,2,OBJECT,"IV, IV","INT, PTR",STRUCT*,,,1,ffmpeg,libavutil/mem.c,av_freep,D,1,N/A,OD,,,VOID*,N/A
4,redis,src/object.c,createRawStringObject,A,2,OBJECT,"IV, IV","CHAR*, INT",STRUCT*,,,1,ffmpeg,libavutil/audio_fifo.c,av_audio_fifo_free,D,1,N/A,OD,,,ptr,N/A
3,redis,src/object.c,createEmbeddedStringObject,A,2,OBJECT,"IV, IV","CHAR*, INT",STRUCT*,,,2,ffmpeg,libavutil/fifo.c,av_fifo_freep2,D,1,N/A,OD,,,ptr,N/A
4,redis,src/object.c,createStringObject,A,2,OBJECT,"IV, IV","CHAR*, INT",STRUCT*,,,1,ffmpeg,libavutil/fifo.c,av_fifo_free,D,1,N/A,OD,,,ptr,N/A
4,redis,src/object.c,tryCreateRawStringObject,A,2,OBJECT,"IV, IV","CHAR*, INT",STRUCT*,,,2,ffmpeg,libavutil/fifo.c,av_fifo_freep,D,1,N/A,OD,,,ptr,N/A
4,redis,src/object.c,tryCreateStringObject,A,2,OBJECT,"IV, IV","CHAR*, INT",STRUCT*,,,2,ffmpeg,libavutil/dict.c,av_dict_free,D,1,N/A,OD,,,ptr,N/A
4,redis,src/object.c,createStringObjectFromLongLongWithOptions,A,2,OBJECT,"IV, IV","INT, INT",STRUCT*,,,2,ffmpeg,libavutil/hwcontext_cuda.c,cuda_device_uninit,D,1,N/A,RD,,,ptr,N/A
5,redis,src/object.c,createStringObjectFromLongLong,A,1,OBJECT,IV,INT,STRUCT*,,,1,ffmpeg,libavutil/buffer.c,av_buffer_default_free,D,2,N/A,"not used, OD",,,"VOID*, ptr",N/A
5,redis,src/object.c,createStringObjectFromLongLongForValue,A,1,OBJECT,IV,INT,STRUCT*,,,2,ffmpeg,libavutil/buffer.c,av_buffer_unref,D,1,N/A,OD,,,ptr,N/A
5,redis,src/object.c,createStringObjectFromLongDouble,A,2,OBJECT,"IV, IV","DOUB, INT",STRUCT*,,,2,ffmpeg,libavutil/buffer.c,buffer_pool_flush,D,1,N/A,RD,,,ptr,N/A
5,redis,src/object.c,dupStringObject,A,1,OBJECT,IV,PTR,STRUCT*,,,2,ffmpeg,libavutil/buffer.c,buffer_pool_free,D,1,N/A,OD,,,ptr,N/A
4,redis,src/object.c,createQuicklistObject,A,0,OBJECT,N/A,N/A,STRUCT*,,,3,ffmpeg,libavutil/buffer.c,av_buffer_pool_uninit,D,1,N/A,OD,,,ptr,N/A
4,redis,src/object.c,createSetObject,A,0,OBJECT,N/A,N/A,STRUCT*,,,3,ffmpeg,libavutil/buffer.c,pool_release_buffer,D,2,N/A,"RD, not used",,,"ptr, UINT*",N/A
4,redis,src/object.c,createIntsetObject,A,0,OBJECT,N/A,N/A,STRUCT*,,,2,ffmpeg,libavutil/frame.c,free_side_data,D,1,N/A,OD,,,ptr,N/A
4,redis,src/object.c,createHashObject,A,0,OBJECT,N/A,N/A,STRUCT*,,,2,ffmpeg,libavutil/frame.c,av_frame_unref,D,1,N/A,RD,,,ptr,N/A
4,redis,src/object.c,createZsetObject,A,0,OBJECT,N/A,N/A,STRUCT*,,,2,ffmpeg,libavutil/frame.c,wipe_side_data,D,1,N/A,RD,,,ptr,N/A
4,redis,src/object.c,createZsetListpackObject,A,0,OBJECT,N/A,N/A,STRUCT*,,,2,ffmpeg,libavutil/frame.c,av_frame_free,D,1,N/A,OD,,,ptr,N/A
4,redis,src/object.c,createStreamObject,A,0,OBJECT,N/A,N/A,STRUCT*,,,1,ffmpeg,libavutil/hwcontext_opencl.c,opencl_pool_free,D,1,N/A,"RD, OD",,,"VOID*, UINT*",N/A
4,redis,src/object.c,createModuleObject,A,2,OBJECT,"IV, IV","PTR, PTR",STRUCT*,,,1,ffmpeg,libavutil/aes_ctr.c,av_aes_ctr_free,D,1,N/A,OD,,,ptr,N/A
3,redis,src/object.c,getMemoryOverheadData,A,0,OBJECT,N/A,N/A,STRUCT*,,,1,ffmpeg,libavutil/hwcontext_vdpau.c,vdpau_buffer_free,D,1,N/A,"RD, OD",,,"VOID*, UINT*",N/A
3,redis,src/call_reply.c,callReplyCreate,A,2,OBJECT,"IV, IV","STRUCT, PTR",STRUCT*,,,2,ffmpeg,libavutil/hwcontext_vdpau.c,vdpau_device_free,D,1,N/A,RD,,,ptr,N/A
3,redis,src/cluster.c,createClusterLink,A,1,OBJECT,IV,PTR,STRUCT*,,,1,ffmpeg,libavutil/vulkan.c,destroy_imageview,D,2,N/A,"RD, OD",,,"VOID*, UINT*",N/A
3,redis,src/cluster.c,createClusterNode,A,2,OBJECT,IV,"CHAR*, INT",STRUCT*,,,1,ffmpeg,libavutil/vulkan.c,free_pipeline,D,2,N/A,"RD, OD",,,"ptr, ptr",N/A
5,redis,src/cluster.c,clusterAddNode,A,1,N/A,IV,PTR,STRUCT*,,,2,ffmpeg,libavutil/hwcontext.c,hwframe_ctx_free,D,2,N/A,"unused, OD",,,"VOID*, UINT*",N/A
5,redis,src/cluster.c,clusterBlacklistAddNode,A,1,N/A,IV,PTR,STRUCT*,,,2,ffmpeg,libavutil/hwcontext.c,hwdevice_ctx_free,D,2,N/A,"unused, OD",,,"VOID*, UINT*",N/A
3,redis,src/cluster.c,slotToKeyInit,A,1,N/A,RD,PTR,STRUCT*,,,1,ffmpeg,libavutil/hwcontext.c,ff_hwframe_unmap,D,2,N/A,"RD, OD",,,"VOID*, UINT*",N/A
3,redis,src/sentinel.c,dupSentinelAddr,A,1,OBJECT,IV,PTR,STRUCT*,,,1,ffmpeg,libavutil/vulkan.c,free_exec_ctx,D,2,N/A,"RD, OD",,,"ptr, ptr",N/A
3,redis,src/sentinel.c,createSentinelAddr,A,2,OBJECT,IV,"CHAR*, INT",STRUCT*,,,1,ffmpeg,libavutil/hwcontext_vulkan.c,vulkan_frame_free,D,2,N/A,"RD, OD",,,"VOID*, UINT*",N/A
3,redis,src/sentinel.c,createReplicationBacklog,A,0,N/A,N/A,N/A,STRUCT*,,,2,ffmpeg,libavutil/hwcontext_vulkan.c,vulkan_free_internal,D,1,N/A,RD,,,ptr,N/A
3,redis,src/networking.c,dupClientReplyValue,A,1,OBJECT,IV,PTR,STRUCT*,,,1,ffmpeg,libavutil/hwcontext_vulkan.c,vulkan_unmap_frame,D,2,N/A,"RD, RD",,,"ptr, ptr",N/A
3,redis,src/networking.c,createClient,A,1,OBJECT,RD,PTR,STRUCT*,,,1,ffmpeg,libavutil/hwcontext_vulkan.c,free_buf,D,2,N/A,"RD, OD",,,"VOID*, UINT*",N/A
3,redis,src/networking.c,createSparklineSequence,A,0,OBJECT,N/A,N/A,STRUCT*,,,2,ffmpeg,libavutil/hash.c,av_hash_freep,D,1,N/A,OD,,,ptr,N/A
3,redis,src/redis-cli.c,clusterManagerNewNode,A,2,OBJECT,"RD, IV","CHAR*, INT",STRUCT*,,,2,ffmpeg,libavutil/hwcontext_dxva2.c,dxva2_device_free,D,1,N/A,RD,,,ptr,N/A
3,redis,src/t_hash.c,hashTypeInitIterator,A,1,OBJECT,IV,PTR,STRUCT*,,,2,ffmpeg,libavutil/slicethread.c,avpriv_slicethread_free,D,1,N/A,OD,,,ptr,N/A
3,redis,src/t_stream.c,streamNew,A,0,OBJECT,N/A,N/A,STRUCT*,,,1,ffmpeg,libavutil/hwcontext_drm.c,drm_unmap_frame,D,2,N/A,"RD, RD",,,"ptr, ptr",N/A
4,redis,src/t_stream.c,createObjectFromStreamID,A,1,OBJECT,IV,PTR,STRUCT*,,,2,ffmpeg,libavutil/eval.c,av_expr_free,D,2,N/A,OD,,,ptr,N/A
5,redis,src/t_stream.c,streamCreateNACK,A,1,OBJECT,IV,PTR,STRUCT*,,,2,ffmpeg,libavutil/threadmessage.c,av_thread_message_queue_free,D,1,N/A,OD,,,ptr,N/A
5,redis,src/t_stream.c,streamCreateCG,A,4,OBJECT,"IV, IV, IV, IV","PTR, CHAR*, INT, PTR",STRUCT*,,,2,ffmpeg,libavutil/vulkan_shaderc.c,shdc_uninit,D,1,N/A,OD,,,ptr,N/A
5,redis,src/t_stream.c,streamCreateConsumer,A,5,OBJECT,"IV, IV, IV, IV, IV","PTR, STRUCT, PTR, INT, INT",STRUCT*,,,1,ffmpeg,libavutil/encryption_info.c,av_encryption_info_free,D,1,N/A,OD,,,ptr,N/A
3,redis,deps/hihiredis.c,redisContextInit,A,0,OBJECT,N/A,N/A,STRUCT*,,,1,ffmpeg,libavutil/encryption_info.c,av_encryption_init_info_free,D,1,N/A,OD,,,ptr,N/A
3,redis,deps/hihiredis.c,createReplyObject,A,1,OBJECT,IV,INT,STRUCT*,,,1,ffmpeg,libavutil/pca.c,ff_pca_free,D,1,N/A,OD,,,ptr,N/A
2,redis,deps/hialloc.c,hi_malloc,A,1,OBJECT,AS,INT,VOID*,,,1,ffmpeg,libavutil/hwcontext_d3d11va.c,free_texture,D,2,N/A,"RD, OD",,,"VOID*, UINT*",N/A
2,redis,deps/hialloc.c,hi_calloc,A,2,OBJECT,"AS, AS","INT, INT",VOID*,,,1,ffmpeg,libavutil/hmac.c,av_hmac_free,D,1,N/A,OD,,,ptr,N/A
2,redis,deps/hialloc.c,hi_realloc,RA,2,OBJECT,"IV, AS","PTR, INT",VOID*,,,1,ffmpeg,libavutil/tree.c,av_tree_destroy,D,1,N/A,OD,,,ptr,N/A
2,redis,deps/hialloc.c,hi_strdup,A,1,OBJECT,IV,PTR,VOID*,,,2,ffmpeg,libavcodec/nvdec.c,nvdec_decoder_free,D,2,N/A,"unused, OD",,,"VOID*, UINT*",N/A
0,httpd,memory/unix/apr_pools.c,allocator_alloc,MA,2,OBJECT,"RD, AS","PTR, INT",VOID*,,,2,ffmpeg,libavcodec/nvdec.c,nvdec_fdd_priv_free,D,1,N/A,OD,,,VOID*,N/A
1,httpd,memory/unix/apr_pools.c,apr_allocator_alloc,A,2,OBJECT,"RD, AS","PTR, INT",VOID*,,,2,ffmpeg,libavcodec/avpacket.c,av_packet_free,D,1,N/A,OD,,,ptr,N/A
0,httpd,memory/unix/apr_pools.c,apr_palloc,MA,2,OBJECT,"RD, AS","PTR, INT",VOID*,,,2,ffmpeg,libavcodec/avpacket.c,av_packet_free_side_data,D,1,N/A,RD,,,ptr,N/A
1,httpd,memory/unix/apr_pools.c,apr_pcalloc,MA,2,OBJECT,"RD, AS","PTR, INT",VOID*,,,2,ffmpeg,libavcodec/avpacket.c,avpriv_packet_list_free,D,1,N/A,RD,,,ptr,N/A
0,httpd,memory/unix/apr_pools.c,pool_alloc,A,2,OBJECT,"RD, AS","PTR, INT",VOID*,,,1,ffmpeg,libavcodec/dcaenc.c,subband_bufer_free,D,1,N/A,RD,,,ptr,N/A
1,httpd,memory/unix/apr_pools.c,apr_palloc_debug,A,3,OBJECT,"RD, AS, unused","PTR, INT, INT",VOID*,,,2,ffmpeg,libavcodec/dcaadpcm.c,ff_dcaadpcm_free,D,1,N/A,OD,,,ptr,N/A
1,httpd,memory/unix/apr_pools.c,apr_pcalloc_debug,A,3,OBJECT,"RD, AS, unused","PTR, INT, INT",VOID*,,,2,ffmpeg,libavcodec/options.c,avcodec_free_context,D,1,N/A,OD,,,ptr,N/A
0,httpd,shmem/unix/shm.c,apr_shm_create,MA,4,SUCCESS FLAG,"IV, IV","DPTR, INT, CHAR*, PTR",INT,,,1,ffmpeg,libavcodec/videotoolbox.c,videotoolbox_buffer_release,D,2,N/A,"unused, OD",,,"VOID*, UINT*",N/A
0,httpd,shmem/unix/shm.c,apr_shm_create_ex,A,5,SUCCESS FLAG,"RD, IV, IV, RD, unused","DPTR, INT, CHAR*, PTR, INT",INT,,,3,ffmpeg,libavcodec/mpegpicture.c,free_picture_tables,D,1,N/A,RD,,,ptr,N/A
2,httpd,tables/apr_hash.c,alloc_array,A,2,OBJECT,"RD, AS","PTR, INT",STRUCT*,,,1,ffmpeg,libavcodec/dts2pts_bsf.c,free_node,D,2,flag,"unused, OD",,,"VOID*, VOID*",INT
2,httpd,tables/apr_hash.c,apr_hash_make,A,1,OBJECT,"RD ",PTR,STRUCT*,,,1,ffmpeg,libavcodec/v4l2_m2m.c,v4l2_m2m_destroy_context,D,2,N/A,"unused, OD",,,"VOID*, UINT*",N/A
3,httpd,tables/apr_hash.c,apr_hash_make_custom,A,2,OBJECT,"RD, IV","PTR, FUNCP",STRUCT*,,,2,ffmpeg,libavcodec/mediacodec_wrapper.c,mediaformat_jni_delete,D,1,flag,OD,,,ptr,INT
2,httpd,tables/apr_hash.c,apr_hash_copy,A,2,OBJECT,"RD, IV","PTR, PTR",STRUCT*,,,2,ffmpeg,libavcodec/mediacodec_wrapper.c,mediacodec_jni_delete,D,1,flag,OD,,,ptr,INT
2,httpd,tables/apr_hash.c,apr_hash_merge,A,5,OBJECT,"RD, IV","PTR, PTR, PTR, FUNCP, PTR",STRUCT*,,,1,ffmpeg,libavcodec/mediacodec_wrapper.c,mediaformat_ndk_delete,D,1,flag,OD,,,ptr,INT
3,httpd,tables/apr_hash.c,apr_hash_overlay,A,3,OBJECT,"RD, IV, IV","PTR, PTR, PTR",STRUCT*,,,1,ffmpeg,libavcodec/mediacodec_wrapper.c,mediacodec_ndk_delete,D,1,flag,OD,,,ptr,INT
0,httpd,tables/apr_skiplist.c,apr_skiplist_alloc,MA,2,OBJECT,"RD, AS","PTR, INT",VOID*,,,2,ffmpeg,libavcodec/bsf.c,av_bsf_list_free,D,1,N/A,OD,,,ptr,N/A
2,httpd,tables/apr_skiplist.c,skiplisti_init,A,2,SUCCESS FLAG,"RD, RD","DPTR, PTR",INT,,,2,ffmpeg,libavcodec/options.c,avcodec_free_context,D,1,N/A,OD,,,ptr,N/A
3,httpd,tables/apr_skiplist.c,apr_skiplist_init,A,2,SUCCESS FLAG,"RD, RD","DPTR, PTR",INT,,,2,ffmpeg,libavcodec/get_buffer.c,frame_pool_free,D,2,N/A,"unused, OD",,,"VOID*, UINT*",N/A
0,httpd,tables/apr_skiplist.c,skiplist_new_node,MA,1,OBJECT,RD,PTR,STRUCT*,,,2,ffmpeg,libavcodec/opusdec_celt.c,ff_celt_free,D,1,N/A,OD,,,ptr,N/A
1,httpd,tables/apr_tables.c,apr_array_make,A,3,OBJECT,"RD, IV, IV","PTR, INT, INT",STRUCT*,,,1,ffmpeg,libavcodec/libjxl.c,libjxl_av_free,D,2,N/A,"unused, OD",,,"VOID*, VOID*",N/A
1,httpd,tables/apr_tables.c,make_array_core,A,5,N/A,"RD, RD, AS, AS, RD","PTR, PTR, INT, INT, INT",N/A,,,2,ffmpeg,libavcodec/opus_pvq.c,ff_celt_pvq_uninit,D,1,N/A,OD,,,ptr,N/A
1,httpd,tables/apr_tables.c,apr_array_copy,A,2,OBJECT,"RD, IV","PTR, PTR",STRUCT*,,,1,ffmpeg,libavcodec/vaapi_encode.c,vaapi_encode_free,D,2,flag,"RD, OD",,,"ptr, ptr",INT
1,httpd,tables/apr_tables.c,apr_array_copy_hdr,A,2,OBJECT,"RD, IV","PTR, PTR",STRUCT*,,,1,ffmpeg,libavcodec/psymodel.c,ff_psy_preprocess_end,D,1,N/A,OD,,,ptr,N/A
2,httpd,tables/apr_tables.c,apr_array_append,A,3,OBJECT,"RD, IV, IV","PTR, PTR, PTR",STRUCT*,,,2,ffmpeg,libavcodec/decode.c,decode_data_free,D,2,N/A,"unused, OD",,,"VOID*, UINT*",N/A
1,httpd,tables/apr_tables.c,apr_table_make,A,2,OBJECT,"RD, IV","PTR, INT",STRUCT*,,,1,ffmpeg,libavcodec/omx.c,omx_deinit,D,1,N/A,OD,,,ptr,N/A
1,httpd,tables/apr_tables.c,apr_table_copy,A,2,OBJECT,"RD, IV","PTR, PTR",STRUCT*,,,1,ffmpeg,libavcodec/fft_template.c,ff_fft_end,D,1,N/A,RD,,,ptr,N/A
2,httpd,tables/apr_tables.c,apr_table_clone,A,2,OBJECT,"RD, IV","PTR, PTR",STRUCT*,,,1,ffmpeg,libavcodec/avfft.c,av_fft_end,D,1,N/A,OD,,,ptr,N/A
1,httpd,tables/apr_tables.c,apr_table_overlay,A,3,OBJECT,"RD, IV, IV","PTR, PTR, PTR",STRUCT*,,,1,ffmpeg,libavcodec/avfft.c,av_mdct_end,D,1,N/A,OD,,,ptr,N/A
1,httpd,tables/apr_tables.c,apr_array_pstrcat,A,3,OBJECT,"RD, IV, IV","PTR, PTR, CHAR*",STRUCT*,,,1,ffmpeg,libavcodec/avfft.c,av_rdft_end,D,1,N/A,OD,,,ptr,N/A
1,httpd,dso/unix/dso.c,apr_os_dso_handle_put,A,3,SUCCESS FLAG,"RD, IV, IV","DPTR, STRUCT, PTR",INT,,,1,ffmpeg,libavcodec/avfft.c,av_dct_end,D,1,N/A,OD,,,ptr,N/A
1,httpd,locks/unix/global_mutex.c,apr_global_mutex_create,A,4,SUCCESS FLAG,"RD, IV, IV, RD","DPTR, CHAR*, STRUCT, PTR",INT,,,3,ffmpeg,libavcodec/libdav1d.c,libdav1d_user_data_free,D,1,N/A,"RD, OD",,,"UINT*, VOID*",N/A
1,httpd,locks/netware/proc_mutex.c,apr_proc_mutex_create,A,4,SUCCESS FLAG,"RD, IV, IV, RD","DPTR, CHAR*, STRUCT, PTR",INT,,,1,ffmpeg,libavcodec/zlib_wrapper.c,free_wrapper,D,2,N/A,"unused, OD",,,"VOID*, VOID*",N/A
1,httpd,locks/netware/thread_cond.c,apr_thread_cond_create,A,2,SUCCESS FLAG,"RD, RD","DPTR, PTR",INT,,,2,ffmpeg,libavcodec/flac_parser.c,flac_fifo_free,D,1,N/A,OD,,,ptr,N/A
1,httpd,locks/netware/thread_mutex.c,apr_thread_mutex_create,A,3,SUCCESS FLAG,"RD, RD, RD","DPTR, INT, PTR",INT,,,2,ffmpeg,libavcodec/bink.c,free_bundles,D,1,N/A,OD,,,ptr,N/A
1,httpd,locks/unix/thread_rwlock.c,apr_thread_rwlock_create,A,2,SUCCESS FLAG,"RD, RD","DPTR, PTR",INT,,,2,ffmpeg,libavcodec/codec_par.c,avcodec_parameters_free,D,1,N/A,OD,,,ptr,N/A
2,httpd,strings/apr_strings.c,apr_pstrdup,A,2,OBJECT,"RD, IV","PTR, CHAR*",VOID*,,,1,ffmpeg,libavcodec/mediacodec_surface.c,ff_mediacodec_surface_unref,D,2,flag,"OD, RD",,,"PTR, VOID*",INT
1,httpd,strings/apr_strings.c,apr_pstrndup,A,3,OBJECT,"RD, IV, AS","PTR, CHAR*, INT",VOID*,,,2,ffmpeg,libavcodec/mediacodec.c,av_mediacodec_default_free,D,1,N/A,OD,,,ptr,N/A
1,httpd,strings/apr_strings.c,apr_pstrmemdup,A,3,OBJECT,"RD, IV, AS","PTR, PTR, INT",VOID*,,,2,ffmpeg,libavcodec/qsv.c,mids_buf_free,D,2,N/A,"RD, OD",,,"VOID*, UINT*",N/A
1,httpd,strings/apr_strings.c,apr_pmemdup,A,3,OBJECT,"RD, IV, AS","PTR, PTR, INT",VOID*,,,2,ffmpeg,libavcodec/qsv.c,qsv_frame_free,D,2,flag,"unused, OD",,,"ptr, ptr",INT
1,httpd,strings/apr_strings.c,apr_pstrcat,A,1+,OBJECT,"RD, ",PTR,VOID*,,,1,ffmpeg,libavcodec/cbs_sei.c,cbs_free_user_data_registered,D,2,N/A,"unused, OD",,,"ptr, ptr",N/A
1,httpd,strings/apr_strings.c,apr_pstrcatv,A,4,OBJECT,"RD, IV, AS, AS","PTR, PTR, INT, PTR",VOID*,,,1,ffmpeg,libavcodec/cbs_sei.c,cbs_free_user_data_unregistered,D,2,N/A,"unused, OD",,,"ptr, ptr",N/A
1,httpd,strings/apr_strings.c,apr_itoa,A,2,OBJECT,"RD, IV","PTR, INT",VOID*,,,1,ffmpeg,libavcodec/cbs_sei.c,ff_cbs_sei_free_message_list,D,1,N/A,RD,,,ptr,N/A
1,httpd,strings/apr_strings.c,apr_ltoa,A,2,OBJECT,"RD, IV","PTR, INT",VOID*,,,1,ffmpeg,libavcodec/rkmppdec.c,rkmpp_release_decoder,D,2,N/A,"unused, OD",,,"VOID*, UINT*",N/A
1,httpd,strings/apr_strings.c,apr_off_t_toa,A,2,OBJECT,"RD, IV","PTR, INT",VOID*,,,1,ffmpeg,libavcodec/rkmppdec.c,rkmpp_release_frame,D,2,N/A,"OD, RD",,,"VOID*, UINT*",N/A
1,httpd,misc/unix/otherchild.c,apr_proc_other_child_register,A,5,N/A,"IV, IV, IV, IV, RD","PTR, FUNCP, PTR, PTR, PTR",N/A,,,1,ffmpeg,"libavcodec/jpeglsenc.c ",encode_jpegls_close,D,1,flag,OD,,,ptr,INT
1,httpd,mmap/unix/mmap.c,apr_mmap_create,A,6,SUCCESS FLAG,"RD, IV, IV, IV, IV, RD","DPTR, PTR, INT, INT, INT, PTR",INT,,,0,ffmpeg,libavdevice/xcbgrab.c,free_shm_buffer,D,2,N/A,"unused, OD",,,"VOID*, UINT*",N/A
2,httpd,mmap/unix/mmap.c,apr_mmap_dup,A,3,SUCCESS FLAG,"RD, IV, RD","DPTR, PTR, PTR",INT,,,1,ffmpeg,libswscale/utils.c,sws_freeContext,D,1,N/A,OD,,,ptr,N/A
1,httpd,network_io/unix/sockaddr.c,apr_sockaddr_ip_get,A,2,SUCCESS FLAG,"RD, IV ","DPTR, PTR",INT,,,1,ffmpeg,libswscale/utils.c,sws_freeVec,D,1,N/A,OD,,,ptr,N/A
1,httpd," network_io/unix/sockaddr.c",apr_ipsubnet_create,A,4,SUCCESS FLAG,"RD, IV, RD","DPTR, CHAR*, CHAR*, PTR",INT,,,1,ffmpeg,libswscale/utils.c,sws_freeFilter,D,1,N/A,OD,,,ptr,N/A
1,httpd,network_io/unix/sockets.c,alloc_socket,A,2,N/A,"RD, RD","DPTR, PTR",N/A,,,2,ffmpeg,libavfilter/framepool.c,ff_frame_pool_uninit,D,1,N/A,OD,,,ptr,N/A
2,httpd,network_io/unix/sockets.c,apr_socket_create,A,5,SUCCESS FLAG,"RD, IV, RD, RD","DPTR, INT, INT, INT, PTR",INT,,,1,ffmpeg,libavfilter/vf_pullup.c,free_field_queue,D,1,N/A,RD,,,ptr,N/A
1,httpd,network_io/unix/sockets.c,apr_socket_data_set,A,4,SUCCESS FLAG,"RD, IV, IV, IV","PTR, PTR, CHAR*, FUNCP",INT,,,2,ffmpeg,libavfilter/graphparser.c,avfilter_inout_free,D,1,N/A,OD,,,ptr,N/A
1,httpd,random/unix/sha2_glue.c,apr_crypto_sha256_new,A,1,OBJECT,RD,PTR,STRUCT*,,,2,ffmpeg,libavfilter/framequeue.c,ff_framequeue_free,D,1,N/A,OD,,,ptr,N/A
1,httpd,random/unix/apr_random.c,apr_random_standard_new,A,1,OBJECT,RD,PTR,STRUCT*,,,2,ffmpeg,libavfilter/avfilter.c,avfilter_link_free,D,1,N/A,OD,,,ptr,N/A
1,httpd,threadproc/unix/proc.c,apr_procattr_create,A,2,SUCCESS FLAG,"RD, RD","DPTR, PTR",INT,,,3,ffmpeg,libavfilter/avfilter.c,free_link,D,1,N/A,OD,,,ptr,N/A
1,httpd,threadproc/unix/proc.c,apr_procattr_perms_set_register,A,4,SUCCESS FLAG,"RD, IV, IV, IV","PTR, FUNCP, PTR, STRUCT",INT,,,1,ffmpeg,libavfilter/avfilter.c,avfilter_free,D,1,N/A,OD,,,ptr,N/A
1,httpd,threadproc/unix/thread.,apr_threadattr_create,A,2,SUCCESS FLAG,"RD, RD","DPTR, PTR",INT,,,2,ffmpeg,libavfilter/vf_morpho.c,free_lut,D,1,N/A,OD,,,ptr,N/A
1,httpd,threadproc/unix/thread.c,apr_thread_create,A,5,SUCCESS FLAG,"RD, IV, IV, IV, RD","DPTR, PTR, FUNCP, PTR, PTR",INT,,,2,ffmpeg,libavfilter/dnn/queue.c,ff_queue_destroy,D,1,N/A,OD,,,ptr,N/A
